rownames	cd14_sample1	cd14_sample2	cd4_sample1	cd4_sample2	cd14_sample3	cd14_sample4	cd14_sample5	cd14_sample6	cd4_sample3	cd4_sample4	cd4_sample5	cd4_sample6
LOC100129083	65	163	0	0	307	440	209	182	5	2	0	0
LOC100129138	22	75	3	2	0	7	1	3	6	2	0	1
LOC100129148	2	9	10	16	9	7	14	6	6	11	9	8
LOC100129175	2	0	0	0	0	0	9	0	0	0	0	0
LOC100129203	0	0	271	342	0	10	89	0	432	504	354	256
LOC100129216	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129307	7	0	6	0	0	0	0	0	0	0	0	1
LOC100129316	77	0	12	24	3	0	1	27	20	0	2	13
LOC100129345	18	9	17	14	0	0	1	0	32	0	1	3
LOC100129434	6,100	4,062	12,542	4,906	761	932	1,306	632	1,119	747	872	1,611
LOC100129461	54	8	4	1	4	61	152	66	14	43	48	21
LOC100129518	9	2	14	4	0	26	4	0	13	19	3	31
LOC100129520	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129534	0	2	0	0	18	2	0	0	4	34	0	49
LOC100129550	732	677	430	428	447	413	659	734	195	208	211	192
LOC100129603	26	0	26	0	0	0	0	0	0	0	1	0
LOC100129617	0	2	0	0	0	16	0	0	2	0	6	0
LOC100129620	1	0	3	1	0	0	0	0	0	0	0	0
LOC100129636	1	0	0	3	0	0	0	0	0	0	0	0
LOC100129697	77	0	0	0	107	59	23	150	0	0	0	0
LOC100129917	86	118	186	254	139	106	58	21	256	320	231	377
LOC100129924	0	5	0	6	1	0	0	0	0	1	2	0
LOC100129931	2,372	4,172	1,501	1,710	11,191	5,532	4,064	4,175	3,872	2,944	3,420	3,252
LOC100129935	7	1	3	0	0	0	0	1	6	0	1	0
LOC100129940	57	107	293	58	16	6	48	21	31	34	26	48
LOC100129973	0	1	35	5	0	16	0	0	182	86	44	75
LOC100130075	1	0	0	0	0	0	5	0	0	0	0	0
LOC100130093	106	131	89	146	602	170	177	49	652	473	404	359
LOC100130238	0	0	0	0	0	0	0	0	0	0	0	19
LOC100130264	2	8	0	1	0	0	1	1	5	0	0	0
LOC100130298	5	0	48	45	25	5	19	3	73	172	111	123
LOC100130331	26	0	3	1	0	0	1	12	0	0	0	0
LOC100130357	5	3	28	4	11	62	1	7	59	53	48	5
LOC100130370	0	0	1	0	0	0	0	0	0	0	0	0
LOC100130417	0	0	0	0	0	1	0	0	0	0	0	0
LOC100130451	36	9	19	7	1	0	1	1	8	3	1	0
LOC100130452	1	0	0	0	0	0	0	1	0	0	0	1
LOC100130476	50	45	87	114	75	95	20	42	192	117	156	278
LOC100130587	3	0	0	0	0	0	0	3	0	0	0	0
LOC100130673	0	0	0	0	0	6	0	0	0	0	0	0
LOC100130691	48	19	123	45	32	62	46	66	49	72	130	68
LOC100130700	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130705	0	0	0	0	16	9	35	2	3	24	12	11
LOC100130744	100	143	249	114	140	218	177	226	482	341	345	565
LOC100130849	0	0	3	0	0	0	0	0	0	0	1	0
LOC100130872	29	104	183	160	46	70	4	122	359	349	210	404
LOC100130880	0	0	3	0	3	0	0	0	0	0	0	0
LOC100130899	57	4	149	6	5	2	0	2	3	5	16	26
LOC100130950	34	3	45	1	28	18	39	12	46	35	114	105
LOC100130964	0	0	1	0	0	0	0	0	0	0	0	0
LOC100130987	0	0	16	16	1	12	6	0	6	7	15	16
LOC100130992	32	2	234	86	209	122	118	21	154	161	178	150
LOC100131047	12	0	4	0	0	15	0	9	0	0	0	3
LOC100131107	21	2	66	0	0	0	0	0	0	0	3	2
LOC100131257	270	156	800	214	103	50	100	55	179	66	75	171
LOC100131289	22	0	5	16	4	20	13	63	36	15	107	49
LOC100131303	8	0	10	0	4	0	0	15	0	0	0	0
LOC100131315	1	0	0	0	0	0	0	0	0	0	0	0
LOC100131347	2	4	63	20	4	1	44	1	12	19	25	33
LOC100131496	0	2	0	3	49	0	4	0	5	1	0	0
LOC100131564	1,839	1,497	5,778	3,606	1,218	1,455	2,754	2,472	7,729	5,317	7,174	8,970
LOC100131626	5	6	8	11	0	3	1	0	1	5	2	3
LOC100131635	0	0	3	0	0	0	0	0	0	0	0	0
LOC100131655	17	2	12	35	38	25	33	34	24	16	24	18
LOC100132057	4	0	3	9	3	14	0	7	7	9	16	19
LOC100132062	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132077	272	161	256	50	87	96	194	198	75	34	93	103
LOC100132078	56	8	21	5	4	1	29	1	5	4	2	15
LOC100132111	0	19	50	117	0	8	0	3	97	97	105	147
LOC100132146	17	0	21	24	0	0	0	0	0	0	0	0
LOC100132174	1	0	0	0	0	0	0	0	0	0	0	0
LOC100132215	7	0	30	44	0	8	1	8	10	20	23	34
LOC100132304	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132352	46	103	25	21	96	157	160	129	121	59	84	111
LOC100132356	97	253	231	77	235	238	245	159	305	276	359	374
LOC100132735	61	0	48	4	24	16	30	10	14	0	0	0
LOC100132781	30	0	79	31	32	2	0	14	2	9	0	0
LOC100132831	20	0	0	0	0	0	10	0	14	0	12	0
LOC100133050	0	0	1	7	0	1	0	0	6	5	4	3
LOC100133077	0	48	4	0	0	0	6	0	1	0	0	0
LOC100133091	113	60	161	116	106	106	90	106	138	62	147	149
LOC100133267	0	0	0	0	0	0	0	0	0	0	0	0
LOC100133286	1	5	4	3	1	3	6	5	11	2	2	3
LOC100133315	1	0	32	73	91	51	21	30	134	88	138	117
LOC100133331	77	13	46	261	144	56	111	115	130	49	138	118
LOC100133461	0	0	0	0	0	0	0	0	0	0	0	0
LOC100133669	1	0	0	1	1	0	0	1	4	9	16	11
LOC100133920	11	11	1	0	0	3	23	0	4	0	1	1
LOC100133985	0	11	4	1	7	3	3	8	3	3	7	10
LOC100134317	0	0	0	0	0	0	0	0	0	0	2	3
LOC100134368	4	1	12	29	5	11	9	9	40	9	11	21
LOC100134391	0	0	0	0	0	0	1	0	0	1	0	0
LOC100134868	8	63	10	9	16	43	41	63	103	91	22	26
LOC100144595	68	230	9	10	0	1	1	0	2	17	1	23
LOC100147773	18	44	172	28	7	15	33	6	16	51	16	23
LOC100190940	89	2	6	3	0	0	33	2	17	2	0	11
LOC100190986	2,823	2,372	5,302	4,823	2,518	2,489	2,406	2,585	4,422	3,988	4,036	6,069
LOC100192426	1	0	0	0	0	0	0	0	0	0	0	0
LOC100233156	0	0	0	0	0	0	0	0	0	0	0	0
LOC100240728	0	0	5	0	0	0	0	0	0	0	0	1
LOC100240734	3	25	0	5	0	1	0	0	0	0	0	1
LOC100240735	7	0	0	3	0	5	1	5	33	34	78	87
LOC100268168	31	14	49	18	1	25	24	0	6	17	17	15
LOC100270746	8	0	0	0	0	0	0	0	0	0	18	0
LOC100270804	66	0	155	324	127	164	252	144	600	523	716	876
LOC100271832	51	0	17	2	0	0	31	3	0	0	0	8
LOC100272216	1,092	783	660	376	3,314	1,745	1,103	629	321	277	157	406
LOC100272217	2	0	0	1	0	0	33	2	15	73	36	40
LOC100286922	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287010	0	0	3	0	0	1	0	0	0	0	0	3
LOC100287015	59	151	118	41	196	140	41	123	119	91	113	119
LOC100287036	0	0	0	3	13	42	14	19	2	12	9	12
LOC100287042	3	2	4	2	13	47	24	1	178	131	111	141
LOC100287072	3	2	52	5	0	1	0	0	14	2	7	3
LOC100287225	115	6	92	46	0	0	61	1	5	2	12	49
LOC100287592	0	0	0	0	0	0	0	0	0	0	0	0
LOC100287632	0	0	0	0	0	0	0	0	0	1	0	0
LOC100287728	24	0	0	0	0	0	0	0	7	0	0	0
LOC100287792	8	78	115	9	0	0	15	0	8	1	6	25
LOC100287834	0	0	9	0	0	3	5	0	2	0	0	0
LOC100287846	145	8	78	11	7	5	8	2	15	5	7	28
LOC100287944	0	0	1	0	0	1	0	0	1	1	0	0
LOC100288069	448	345	231	216	752	590	359	184	201	160	306	191
LOC100288123	8	0	22	5	1	6	0	0	7	3	5	22
LOC100288152	2	42	218	27	30	44	178	34	65	75	44	251
LOC100288162	2	2	12	3	3	3	15	9	26	5	12	17
LOC100288181	0	0	0	143	0	0	0	2	26	0	1	8
LOC100288254	2	2	22	7	5	19	0	1	4	2	7	10
LOC100288570	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288637	103	316	379	80	61	10	121	211	116	12	256	87
LOC100288748	35	121	92	9	0	1	5	3	4	2	9	16
LOC100288778	157	162	129	132	431	206	237	338	229	133	103	298
LOC100288798	6	149	31	6	87	71	26	34	94	76	25	107
LOC100288842	0	0	0	0	1	18	0	1	20	13	11	12
LOC100288846	36	49	83	14	139	170	134	41	42	23	32	32
LOC100288866	0	0	0	1	0	0	1	0	2	0	0	1
LOC100288911	0	0	9	0	0	0	0	29	0	0	0	0
LOC100288966	0	0	0	0	0	0	0	0	0	0	0	0
LOC100289230	203	199	116	115	210	328	371	94	682	438	581	285
LOC100289333	3	0	0	1	0	0	0	0	1	1	1	0
LOC100289361	0	0	0	7	26	12	0	21	18	15	25	38
LOC100289473	6	0	9	3	1	5	1	22	1	0	0	0
LOC100289495	67	1	94	0	18	33	1	155	9	17	35	35
LOC100289511	113	177	62	119	163	188	173	225	158	147	151	315
LOC100289561	58	167	94	166	236	141	144	194	385	266	306	554
LOC100289580	46	15	30	52	34	32	18	21	37	13	25	49
LOC100289650	71	17	59	10	0	2	1	5	0	0	0	0
LOC100289656	0	0	10	0	5	0	0	0	0	0	0	2
LOC100289673	0	0	0	0	0	0	0	0	0	0	2	0
LOC100294145	874	447	1,121	654	659	1,296	1,017	1,471	689	1,040	1,073	754
LOC100294362	24	134	10	28	8	36	30	24	17	12	22	36
LOC100303749	1	0	8	0	5	10	8	5	1	0	7	9
LOC100335030	12	81	56	14	11	9	24	13	4	2	7	10
LOC100379224	653	741	757	727	321	858	848	1,276	1,561	1,285	1,886	1,918
LOC100419583	553	457	987	886	847	1,443	1,635	1,291	1,386	1,563	2,390	1,506
LOC100420587	22	2	6	3	0	0	0	0	0	2	0	1
LOC100421746	0	0	0	0	0	0	0	0	0	0	0	0
LOC100422212	0	0	0	0	0	0	0	0	0	0	5	0
LOC100422556	0	11	1	16	7	0	0	0	2	7	1	7
LOC100422737	3	0	1	0	7	0	1	0	0	0	0	0
LOC100499194	23	22	5	0	0	7	0	0	17	11	4	29
LOC100499484	2	0	257	42	0	51	28	17	75	92	207	73
LOC100499484-C9ORF174	0	0	30	20	0	39	72	0	529	445	648	339
LOC100499489	90	0	142	25	280	147	225	186	156	166	146	113
LOC100500773	18	0	142	0	8	10	0	0	2	0	11	27
LOC100505478	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505515	5	0	0	0	0	0	0	0	0	0	0	0
LOC100505530	0	0	72	36	0	0	10	0	67	89	159	196
LOC100505549	161	195	243	260	148	303	362	457	277	675	373	461
LOC100505622	135	36	8	15	102	41	232	203	10	20	13	50
LOC100505625	16	15	13	1	0	0	86	0	27	0	1	12
LOC100505635	7	0	1	0	0	0	1	0	3	0	0	0
LOC100505658	149	1	63	121	181	53	44	2	29	5	35	29
LOC100505666	6	0	45	1	38	1	81	21	68	29	47	36
LOC100505715	38	83	96	39	38	42	36	73	37	101	228	288
LOC100505716	24	16	57	3	18	27	1	32	66	66	18	75
LOC100505736	104	49	145	3	13	24	8	5	14	48	33	83
LOC100505782	42	89	0	0	0	0	8	0	0	0	0	0
LOC100505795	23	0	53	0	0	0	0	9	1	0	0	2
LOC100505817	0	2	3	45	3	0	1	0	12	1	2	0
LOC100505841	1	0	1	0	3	0	0	0	1	0	0	0
LOC100505878	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505887	0	0	3	2	0	0	0	0	0	0	0	0
LOC100505912	12	0	18	0	0	0	0	0	0	0	0	3
LOC100505915	1,271	1,114	2,957	2,774	719	841	1,337	833	2,099	1,760	1,351	2,199
LOC100505918	58	0	62	0	0	0	8	0	0	1	10	2
LOC100505920	0	0	0	0	0	0	0	0	4	0	0	0
LOC100505921	0	0	12	0	18	1	0	0	32	50	25	37
LOC100505938	0	0	0	0	8	0	1	0	0	0	0	0
LOC100505942	15	4	17	22	12	3	26	6	10	0	7	29
LOC100505978	0	0	1	0	0	0	0	0	0	0	0	5
LOC100505984	0	0	0	0	0	3	0	0	0	1	0	1
LOC100506022	15	0	3	1	45	29	3	0	0	0	1	1
LOC100506023	445	175	588	499	301	222	212	74	433	349	306	581
LOC100506071	66	223	3	38	160	65	838	29	16	16	13	6
LOC100506076	0	0	0	1	0	0	0	0	0	0	0	0
LOC100506082	3	0	0	11	0	0	0	0	0	0	0	0
LOC100506083	16	13	37	12	5	7	18	9	31	25	74	58
LOC100506085	3	5	3	4	9	0	11	21	1	2	2	3
LOC100506100	23	93	75	1	272	143	205	131	81	66	217	126
LOC100506122	0	0	0	0	0	0	0	0	1	0	0	0
LOC100506123	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506124	28	0	34	20	0	23	33	68	69	49	48	92
LOC100506125	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506127	175	27	395	21	22	70	48	67	271	229	164	127
LOC100506136	51	3	19	64	0	3	3	7	16	3	48	56
LOC100506142	35	20	92	1	38	62	49	74	1	0	1	27
LOC100506159	222	516	5	1	73	6	43	107	40	0	0	34
LOC100506175	0	3	0	0	0	0	0	5	1	0	0	0
LOC100506178	7	0	0	0	0	0	31	0	7	0	9	0
LOC100506188	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506207	2	1	78	1	0	8	0	0	21	4	1	30
LOC100506258	52	0	37	2	46	20	19	154	60	17	94	35
LOC100506271	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506272	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506274	7	0	12	0	0	0	0	0	5	5	0	2
LOC100506281	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506302	172	281	129	209	268	425	383	238	372	384	315	241
LOC100506314	0	41	10	0	12	50	6	26	6	42	9	29
LOC100506321	5	0	30	6	5	5	6	9	20	18	10	19
LOC100506368	0	0	0	0	0	15	0	0	0	0	0	0
LOC100506371	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506384	5	0	1	0	0	0	0	0	0	0	0	0
LOC100506388	0	0	0	0	0	1	4	0	0	0	4	0
LOC100506393	0	3	0	0	0	0	0	0	0	0	0	0
LOC100506403	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506406	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506422	1	0	30	0	0	0	0	0	0	0	0	0
LOC100506444	19	2	31	3	1	0	8	0	5	5	2	0
LOC100506457	1	2	0	1	0	0	10	0	0	0	0	0
LOC100506470	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506472	94	166	167	112	90	109	100	26	59	67	101	170
LOC100506474	32	0	16	0	0	0	0	0	0	0	2	0
LOC100506476	4	1	10	2	12	17	25	26	57	23	53	104
LOC100506497	151	68	173	2	0	63	11	10	18	0	0	13
LOC100506526	0	1	0	0	0	0	6	0	0	0	0	0
LOC100506548	108	514	304	84	184	208	451	345	1,023	1,154	1,107	637
LOC100506551	222	358	500	350	45	122	105	64	213	142	67	197
LOC100506585	257	326	0	0	477	959	786	287	0	0	3	0
LOC100506603	251	308	178	117	329	266	332	393	282	398	171	432
LOC100506606	139	121	107	381	49	114	159	52	243	333	170	208
LOC100506639	85	88	240	137	110	199	110	219	312	294	210	391
LOC100506675	4	13	32	11	0	0	0	2	0	0	0	2
LOC100506679	22	3	8	3	1	6	1	10	9	9	1	8
LOC100506682	8	0	5	0	0	1	0	2	0	0	0	0
LOC100506688	7	8	16	4	13	15	9	2	7	5	13	13
LOC100506700	4	0	1	0	0	0	0	0	0	0	0	0
LOC100506725	4	0	0	12	1	0	0	0	0	4	2	0
LOC100506730	2	1	200	123	46	16	16	8	23	17	16	43
LOC100506746	86	146	32	63	1	23	28	63	34	78	32	24
LOC100506747	0	33	61	0	0	6	6	3	1	1	2	5
LOC100506790	0	0	0	0	0	1	0	0	0	0	7	0
LOC100506801	17	0	84	158	15	12	26	5	159	115	130	238
LOC100506804	15	0	34	2	0	11	23	5	58	22	44	11
LOC100506834	62	4	23	24	4	5	6	0	3	1	11	18
LOC100506844	42	0	44	77	185	76	119	106	149	199	69	103
LOC100506858	0	0	0	1	0	0	0	0	0	0	0	0
LOC100506860	22	4	58	48	5	7	5	3	19	40	19	21
LOC100506869	3	0	0	1	0	0	0	0	0	0	0	0
LOC100506895	94	0	0	0	0	0	28	0	0	0	0	0
LOC100506985	75	57	1,267	917	118	74	131	172	2,185	2,079	1,670	1,383
LOC100506990	315	49	826	813	178	204	93	304	759	995	1,256	1,481
LOC100507002	0	23	0	0	1	0	0	5	1	9	2	2
LOC100507006	95	131	4	79	149	114	392	299	56	20	22	39
LOC100507053	60	70	90	46	0	9	88	41	90	58	132	86
LOC100507065	0	5	0	3	0	0	0	2	0	0	0	0
LOC100507073	12	0	5	0	0	0	9	0	0	0	0	10
LOC100507091	0	0	63	155	0	0	0	0	5	0	10	43
LOC100507140	10	0	62	0	3	0	0	21	32	7	3	6
LOC100507144	15	0	8	0	0	2	0	7	38	0	1	30
LOC100507156	19	34	147	3	4	7	15	3	6	14	6	44
LOC100507175	0	34	13	3	1	1	1	0	0	2	0	0
LOC100507194	7	16	1	0	0	0	10	2	5	0	0	12
LOC100507195	18	8	5	21	11	20	10	41	11	2	4	26
LOC100507201	2	0	10	0	0	0	0	0	0	0	0	3
LOC100507205	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507250	25	0	87	6	3	7	31	36	60	112	87	81
LOC100507283	1	139	66	77	1	14	1	21	21	37	26	34
LOC100507291	24	0	3	14	65	56	38	28	40	6	21	31
LOC100507334	3	0	0	0	0	0	0	0	0	0	0	0
LOC100507346	1	0	45	7	0	1	0	10	36	53	56	46
LOC100507351	0	2	3	0	0	0	0	0	0	0	0	2
LOC100507373	121	121	72	66	258	125	230	264	84	45	85	201
LOC100507377	0	1	22	1	0	0	0	0	0	0	0	0
LOC100507384	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507387	1	0	89	105	0	0	0	0	135	51	73	195
LOC100507388	10	0	0	0	0	0	0	0	0	0	0	7
LOC100507389	1	2	0	0	0	0	3	0	0	0	0	5
LOC100507391	55	0	6	0	0	0	0	0	0	5	0	3
LOC100507406	0	0	1	0	0	0	8	0	2	9	0	0
LOC100507412	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507424	34	78	97	13	21	29	74	71	162	198	179	181
LOC100507431	9	2	12	2	3	0	8	6	21	1	8	37
LOC100507437	0	0	1	0	18	19	0	1	24	5	1	16
LOC100507443	0	1	0	0	0	0	0	0	0	0	0	0
LOC100507462	66	144	269	13	16	9	46	64	22	14	21	68
LOC100507468	0	0	5	0	0	0	0	0	0	0	0	0
LOC100507472	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507477	0	109	6	18	0	0	0	3	5	0	0	0
LOC100507487	5	2	18	7	0	1	0	0	52	23	14	96
LOC100507506	0	1	0	0	0	8	64	0	13	0	3	0
LOC100507534	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507537	3	1	12	0	0	1	0	6	0	0	0	2
LOC100507547	0	1	23	0	0	0	1	0	20	33	25	0
LOC100507557	40	196	23	115	71	59	269	67	109	73	208	127
LOC100507564	0	0	0	0	0	1	6	0	9	0	6	0
LOC100507577	257	360	439	437	237	396	170	211	712	1,090	743	798
LOC100507600	30	0	9	0	0	0	51	35	0	17	0	0
LOC100507634	0	203	72	2	206	151	138	86	171	187	72	81
LOC100507639	600	351	3	0	579	205	147	1,745	14	2	1	2
LOC100507642	175	535	0	0	625	5	337	334	5	1	27	12
LOC100507661	11	0	8	2	0	0	0	1	0	0	0	2
LOC100508046	75	76	94	14	0	0	20	5	3	0	1	1
LOC100630923	98	205	700	573	100	332	478	329	768	756	676	1,666
LOC100631378	12	57	30	22	0	0	0	0	0	0	8	0
LOC100652758	30	92	52	27	325	118	55	81	175	124	107	45
LOC100652768	67	36	155	217	45	48	10	109	309	250	232	289
LOC100652931	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652999	238	326	248	137	149	439	445	362	263	298	290	221
LOC100996249	5	0	0	0	0	0	0	0	3	0	0	0
LOC100996251	97	196	415	158	75	70	159	42	184	130	116	227
LOC100996255	899	1,118	499	473	1,481	668	874	592	533	201	337	597
LOC100996263	0	0	0	3	0	0	0	0	0	0	0	0
LOC100996286	83	0	855	1,770	4	65	0	87	3,849	5,576	6,484	4,600
LOC100996291	15	6	19	60	24	2	13	5	7	12	20	15
LOC100996324	0	0	50	34	0	0	0	7	37	18	16	35
LOC100996325	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996338	1	0	0	0	0	0	1	0	0	0	0	0
LOC100996342	1	5	3	43	122	47	19	2	0	0	0	0
LOC100996349	0	0	0	0	0	0	4	0	0	0	0	0
LOC100996351	1	7	30	1	28	18	23	12	1	2	3	1
LOC100996385	10	0	8	20	0	0	0	0	56	25	43	44
LOC100996437	2	1	4	2	0	0	0	2	0	2	2	1
LOC100996447	29	7	25	16	18	16	10	45	25	26	25	34
LOC100996455	90	0	1	1	151	306	535	276	0	2	1	2
LOC100996579	0	1	14	82	28	3	0	0	133	17	57	130
LOC100996583	0	0	34	64	5	3	0	0	70	72	123	200
LOC100996634	2	6	12	7	0	1	0	0	11	0	0	1
LOC100996635	52	0	79	16	0	0	0	0	7	0	7	15
LOC100996654	0	0	5	0	0	0	0	0	2	0	0	0
LOC100996671	0	0	12	0	0	0	0	0	0	0	0	0
LOC100996679	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996693	5	11	0	0	15	3	3	8	0	0	0	0
LOC100996694	5	0	5	0	0	0	0	0	0	0	0	0
LOC101054525	0	0	12	1	0	0	0	0	0	0	0	3
LOC101059948	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060019	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060091	5	0	183	57	4	6	0	12	52	44	107	127
LOC101060321	6	4	11	8	9	9	10	10	10	17	10	10
LOC101060385	0	2	0	0	0	0	0	0	1	0	1	0
LOC101060389	0	0	0	0	0	5	1	5	0	6	0	10
LOC101060498	23	10	31	3	8	26	15	14	11	22	7	13
LOC101060524	265	0	199	0	0	1	123	49	6	1	36	37
LOC101060542	3	200	32	3	1	12	4	3	2	2	1	3
LOC101060553	1	0	97	0	0	0	1	0	1	0	39	22
LOC101241902	2	0	0	0	0	0	40	29	28	6	8	4
LOC101243545	20	1	90	7	1	0	4	2	1	5	11	17
LOC101409256	23	10	23	33	7	5	10	5	22	17	34	22
LOC101448202	0	0	0	0	0	0	0	0	0	0	0	0
LOC101559451	0	0	0	0	0	5	0	1	1	11	5	0
LOC101593348	0	1	1	0	24	10	103	0	2	0	6	3
LOC101805491	1	0	0	0	0	2	0	1	0	0	0	0
LOC101926889	69	89	101	88	12	11	11	7	14	16	29	31
LOC101926892	15	0	187	33	0	3	3	7	2	0	5	1
LOC101926897	112	3	54	76	0	9	0	0	12	2	0	12
LOC101926898	1,371	979	2,652	1,219	139	156	229	136	200	147	162	304
LOC101926905	0	18	6	0	0	0	4	0	0	0	3	2
LOC101926908	10	26	96	0	0	0	0	0	5	0	0	0
LOC101926911	0	0	0	3	1	1	0	0	5	9	7	10
LOC101926913	0	1	0	1	0	0	0	0	0	0	0	0
LOC101926915	83	2	6	42	0	9	0	0	2	1	21	1
LOC101926933	8	11	48	23	3	7	5	12	7	18	14	13
LOC101926935	96	42	185	2	0	20	51	7	45	200	103	97
LOC101926940	1	0	1	0	0	0	0	0	0	0	0	0
LOC101926941	0	0	0	0	0	0	0	0	0	0	0	0
LOC101926942	0	0	0	0	0	0	3	0	0	0	0	1
LOC101926943	11	11	10	16	1	10	4	14	12	16	12	9
LOC101926944	0	1	0	0	0	1	0	19	0	2	2	5
LOC101926955	23	6	84	39	5	7	4	2	2	3	4	4
LOC101926960	38	2	150	2	3	6	0	0	0	1	2	17
LOC101926962	37	0	65	0	0	0	0	0	0	0	0	0
LOC101926963	174	109	59	12	495	556	113	101	56	102	57	86
LOC101926964	60	1	41	3	4	3	3	0	11	1	1	12
LOC101926966	2	0	16	1	0	3	6	6	0	0	0	8
LOC101926975	2	0	3	14	0	0	0	0	7	0	0	0
LOC101927018	9	6	13	15	3	10	5	1	10	3	6	19
LOC101927020	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927021	25	208	167	3	490	292	89	87	259	343	81	77
LOC101927023	0	0	5	0	0	0	0	0	0	0	0	0
LOC101927027	167	168	375	83	201	399	248	416	231	297	231	244
LOC101927040	5	5	1	3	7	0	3	30	2	1	11	4
LOC101927043	8	7	0	3	0	0	0	0	0	0	2	1
LOC101927045	1	2	30	1	30	133	61	70	65	179	97	68
LOC101927048	32	96	97	1	0	7	11	0	3	0	15	13
LOC101927051	2	6	1	17	1	1	0	1	0	1	2	2
LOC101927053	0	0	0	0	0	0	18	0	26	31	24	56
LOC101927055	0	0	9	0	0	0	0	0	3	2	2	6
LOC101927056	0	2	9	10	1	0	3	5	21	9	11	19
LOC101927058	1	0	3	0	0	0	0	0	1	0	0	1
LOC101927062	0	0	0	1	0	0	0	0	0	0	0	0
LOC101927066	15	0	74	1	4	0	3	0	2	0	0	6
LOC101927069	240	300	32	23	256	527	364	398	5	4	10	27
LOC101927070	17	0	169	169	58	81	4	26	162	213	148	159
LOC101927078	0	10	4	1	0	0	0	0	0	0	1	0
LOC101927079	1	1	0	1	0	0	0	0	0	0	0	0
LOC101927081	2	0	0	1	0	0	0	0	0	0	0	0
LOC101927082	0	0	1	1	0	0	0	0	0	0	0	0
LOC101927087	0	0	0	9	0	0	3	0	0	0	0	0
LOC101927100	36	20	0	16	75	27	91	51	12	5	2	5
LOC101927120	0	1	0	0	0	0	0	0	0	0	0	0
LOC101927123	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927124	49	4	123	119	0	33	0	0	83	129	51	53
LOC101927131	5	2	58	105	0	10	61	7	10	0	2	28
LOC101927132	16	0	16	5	0	0	0	0	4	24	0	3
LOC101927136	51	2	0	0	0	1	0	0	0	1	1	1
LOC101927139	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927142	10	13	0	0	3	0	1	0	3	0	0	0
LOC101927143	21	0	32	1	1	6	10	0	2	0	4	2
LOC101927151	169	127	187	105	258	430	347	193	141	258	207	152
LOC101927153	21	10	9	0	73	86	64	12	0	0	0	1
LOC101927156	23	0	31	132	0	1	0	3	155	107	206	262
LOC101927157	4	3	4	4	1	48	14	12	26	6	6	8
LOC101927159	0	0	43	0	0	0	10	0	0	0	0	0
LOC101927164	0	23	25	1	11	6	8	6	3	4	11	10
LOC101927166	53	35	9	1	0	1	0	0	0	5	0	2
LOC101927178	0	7	15	10	27	3	24	7	32	7	16	14
LOC101927179	0	2	0	0	0	5	0	3	0	0	0	0
LOC101927181	33	5	70	59	33	27	6	27	20	48	29	23
LOC101927188	19	0	161	12	0	0	0	6	3	0	0	28
LOC101927189	9	4	3	4	3	0	39	16	5	36	2	3
LOC101927190	26	0	18	0	0	0	0	13	5	1	1	25
LOC101927196	1	8	1	0	0	0	0	0	0	0	0	7
LOC101927204	197	138	233	90	58	72	69	131	255	236	383	236
LOC101927207	3	0	3	0	0	0	15	0	0	0	0	0
LOC101927211	11	14	5	1	1	0	0	0	2	1	0	1
LOC101927229	55	0	0	28	0	0	0	0	29	0	0	14
LOC101927230	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927237	19	66	4	0	0	0	4	16	31	8	1	12
LOC101927239	16	9	12	1	1	0	1	0	2	1	4	5
LOC101927243	8	4	6	0	26	29	29	16	0	0	1	9
LOC101927244	0	0	53	0	4	0	9	0	0	0	7	0
